Row,CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
2716,70,353383884,338139015,43.41771398,54.07196487
2717,73,358612714,345915723,41.55918372,54.42654376
2718,74,369208951,357503456,41.33981729,54.90848539
2719,73,381108063,368257342,43.65396053,55.62038919
2720,70,387496715,371827279,48.42922735,56.41454811
2721,65,382108689,363231043,54.26910131,56.71466049
2722,58,361956500,340805859,58.90647187,55.67017433
2723,50,328599201,306783660,60.29182631,52.63188425
2724,42,288063727,267044295,57.56642152,47.59191879
2725,35,249631612,230158534,51.31679226,41.28292764
2726,30,223078138,205015632,43.15736512,34.92294751
2727,27,214360310,196897006,35.06293889,29.75425358
2728,27,221842316,204016078,28.74126069,26.54871636
2729,28,236495664,217782983,25.16080536,25.31507012
2730,29,247367382,227948071,24.38656764,25.44638446
2731,29,249068444,229548939,25.83904534,26.27595968
2732,29,245546891,226353917,28.80712204,27.6292843
2733,29,246942815,227875755,32.82957217,29.9125421
2734,33,261903805,242169354,37.70499313,33.67986398
2735,38,291290333,269924484,43.23469666,39.07099597
2736,46,327697047,304035054,49.00060993,45.58322255
2737,55,360462246,334403116,54.39299202,52.31834579
2738,64,382022672,354040042,58.84538839,58.43695684
2739,71,391081687,362047592,62.05042482,63.40987592
2740,76,390722964,361650631,64.00214512,66.9170755
2741,79,383449591,355287132,64.92661343,68.65120254
2742,78,367738583,341294991,65.2195647,68.37739465
2743,74,339690104,315617609,65.36989751,66.26180931
2744,66,298652676,277312732,65.79948918,63.10923864
2745,59,251439841,232616105,66.68744454,60.17105662
2746,55,210714148,193392528,67.89853794,58.54992392
2747,54,188482490,171002078,68.99759667,58.56035909
2748,55,189607364,170276718,69.29286897,59.46686017
2749,57,209574143,187490067,68.0188105,59.84031726
2750,58,237631548,213181082,64.77647093,58.43319866
2751,55,263384910,238000725,60.01167306,55.08418611
2752,52,282554754,257808051,55.07549752,51.00815355
2753,49,297532885,274233222,51.69321328,48.17584438
2754,50,312353220,290368064,51.15603287,48.14742391
2755,53,326876321,305735289,53.69866418,51.1242514
2756,59,335591708,315233492,58.33668913,55.80418827
2757,63,331584830,312561246,63.22932839,60.07632179
2758,64,311490759,294543793,66.43719813,62.07821858
2759,61,277503623,263006065,66.7014022,60.96997359
2760,56,236281799,224042469,63.82608158,57.06948361
2761,49,196938218,186427380,58.56420309,51.50105908
2762,43,169107039,159790014,52.22204048,45.72328664
2763,40,160110025,151632972,46.149499,41.06415502
2764,39,171090586,163353785,41.15174842,38.19806913
2765,40,194930659,188177443,37.05841321,36.75385295
2766,41,219321209,214161706,32.91911711,35.51685541
2767,42,234265105,231403012,27.9289188,33.32406283
2768,40,238384986,238045541,22.40033018,29.99831758
2769,37,238567751,240038309,17.8610821,26.49668681
2770,34,243279778,245039652,16.11315463,24.18169111
2771,32,255494600,255936052,18.04972427,23.92632273
2772,30,270961811,269154578,23.14324083,25.74649971
2773,31,282131971,278069070,29.78197785,28.98787992
2774,32,283170211,277456173,35.97213626,32.64766914
2775,34,271841725,265240511,39.95905473,35.59466837
2776,36,248479925,241679514,40.70610108,36.81826986
2777,37,215150795,208735481,38.26179483,35.82240489
2778,35,176364765,170802671,33.82493587,32.95518492
2779,32,139549993,135117642,29.27803747,29.34618597
2780,29,113555609,110253949,26.30983121,26.40635472
2781,27,105862222,103359651,25.63022354,25.18577369
2782,27,120010710,117617312,26.76639963,25.9359847
2783,30,153727523,150466824,28.51682633,28.05082543
2784,34,198242226,193094936,29.71414234,30.40013044
2785,37,240442264,232679579,29.83718392,31.9482696
2786,38,268477675,257866787,29.18974383,32.35922976
2787,39,277709482,264477815,28.61464048,32.16146506
2788,38,272148411,256813650,28.93365329,32.28177357
2789,39,260150893,243369139,30.45363288,33.29356015
2790,40,248520698,230963040,32.8311334,35.00465012
2791,41,239988143,222187522,35.322723,36.67564177
2792,41,234702132,216916728,37.20292816,37.58391875
2793,40,232436008,214655047,38.11283459,37.45414965
2794,38,232883505,215003809,38.2122267,36.54473453
2795,36,234820133,216855184,38.06919872,35.47733526
2796,35,236376815,218503987,38.28703478,34.9477339
2797,35,236667118,219030656,39.05292495,35.40378559
2798,37,236526480,218942983,39.95102994,36.80212485
2799,40,236847531,218738540,40.27548086,38.61073387
2800,44,236411972,217165409,39.7365571,40.16825616
2801,47,232431599,211970180,39.09632466,41.26531584
2802,49,223566699,202623337,40.10672729,42.47702773
2803,49,211418130,191273035,44.41965744,44.7473687
2804,49,198290729,180228203,52.0052109,48.34604065
2805,49,184314173,169190563,60.42104996,52.13913544
2806,47,168016563,156036013,65.94112087,54.08740438
2807,44,149590335,140202093,65.97767429,52.74542279
2808,41,132479234,124482716,60.89983505,48.45715083
2809,37,121423201,113464383,53.76245975,43.18853264
2810,34,119529536,110836273,48.2482148,39.22078799
2811,33,127171426,117973820,46.48099712,37.82543228
2812,33,142395798,133616402,48.16349097,38.79688439
2813,34,161351322,153782873,51.2881274,40.90719012
2814,36,179129798,172770167,53.64890355,42.80743557
2815,37,192142427,186175874,54.09027645,43.79194876
2816,39,200683648,194031225,52.78311362,43.97893526
2817,41,208542794,200496223,50.55721681,43.84250581
2818,43,219132568,209601546,48.01224235,43.56219191
2819,44,231921947,221156804,45.20844011,42.84787909
2820,45,243197672,231231335,42.0867643,41.41439927
2821,44,250427292,236670137,39.02486344,39.56141077
2822,43,255238143,238558706,36.84904035,38.16612501
2823,43,261445141,240769172,36.23624346,38.01870304
2824,45,270197623,245330394,37.11913424,39.16505922
2825,47,277713483,249879715,38.76904823,40.96467346
2826,49,278384689,250030486,40.54383893,42.82464884
2827,51,270366532,244182430,42.50757376,44.81058565
2828,54,258248992,235967568,45.19596796,47.44660366
2829,58,250394585,232169260,48.79694117,50.95791174
2830,62,253539559,238280855,52.78341663,54.89646497
2831,66,269252196,255535127,56.51755587,58.63387843
2832,70,294507964,281304555,60.09398459,62.1121468
2833,74,324941026,311759733,64.29276977,65.87742146
2834,78,357574658,344174396,69.52603721,70.25944014
2835,82,390812998,376934814,74.87089498,74.57019664
2836,84,422081892,407473433,78.25466996,77.1944225
2837,83,445836471,430506534,77.67192076,76.51812548
2838,78,454584247,439030534,72.34197501,71.87827393
2839,71,442701637,427915256,62.94691447,63.83893974
2840,62,409934824,397182603,51.06334618,53.77967688
2841,52,361761813,352267997,38.46330481,43.25192202
2842,43,306700099,301311941,26.70910804,33.51560312
2843,36,252800159,251674606,17.00770226,25.39239796
2844,30,205328335,207763076,10.18321722,19.37079336
2845,26,166284218,170904959,6.720097937,15.7841496
2846,24,135388606,140735114,6.799409343,14.83784779
2847,24,111707248,116876874,10.2126283,16.41373473
2848,25,94878657,99713220,16.20676752,19.87797701
2849,27,85052075,89700781,23.49614652,24.18779613
2850,28,81495456,85776604,30.56457088,28.2743719
2851,29,81288308,84476397,36.10538464,31.38035306
2852,30,80113314,81339755,39.36587501,33.15032617
2853,30,75476418,74304584,40.30284189,33.59359634
2854,30,69855783,66443075,39.54233749,33.08403424
2855,29,70389910,65114208,38.09668623,32.31340909
2856,30,84217979,77190548,36.8579329,32.00252785
2857,32,112557538,103489508,36.14286167,32.44456763
2858,34,148479224,136926784,35.68431617,33.29396547
2859,36,180893135,166522306,35.12196965,33.90134902
2860,36,201929531,184534565,34.50202477,33.92456983
2861,36,211473132,190879006,34.23422024,33.58815096
2862,35,214969027,191131026,34.57958312,33.34009661
2863,34,216977132,190331121,35.3328602,33.35340659
2864,34,216932090,188667436,36.12371216,33.46408657
2865,33,210962501,182861907,36.94414096,33.55185223
2866,32,197245738,171123210,38.18064112,33.81164168
2867,32,179063890,156202183,40.05141904,34.53293277
2868,32,162715767,143658243,42.12336766,35.65510544
2869,33,152910103,137598650,43.49771382,36.64942281
2870,34,150181650,138175580,43.43494914,36.85309239
2871,33,151980484,142559198,41.72796938,35.86057628
2872,32,155523723,147691346,38.59824777,33.65364069
2873,29,160020367,152516151,34.56921853,30.61749082
2874,27,167533675,158873107,30.67686549,27.68049013
2875,26,182391950,170922815,28.63967152,26.36771848
2876,29,208600034,192673805,30.30806959,28.28865523
2877,35,245773082,224218023,36.4121945,34.06596115
2878,43,286609461,259478297,45.59461522,42.51011167
2879,52,319028600,288162973,54.775152,50.93868673
2880,58,332367516,301152972,60.8192034,56.62476277
2881,60,323352827,295494218,62.29960225,58.32199728
2882,59,297861663,275815063,60.028715,56.73046483
2883,56,267794287,251883650,56.07346989,53.6777858
2884,54,245273588,234034116,52.17108795,50.77875442
2885,53,237250055,228591044,48.82866023,48.59291598
2886,52,242856424,235123565,45.67699747,46.75682705
2887,51,254386670,246728263,42.49534984,44.7464774
2888,49,261338628,253470058,39.78356594,42.50212271
2889,46,255903083,247719829,38.36477657,40.45113463
2890,43,237437723,228784298,38.59792747,39.12665395
2891,41,213253214,203865912,40.15781294,38.8892046
2892,41,194648475,184171258,42.62044983,39.96521943
2893,43,190309997,178332340,46.12284799,42.55892653
2894,47,201276232,187412819,51.2342242,46.71132853
2895,51,220526725,204569815,58.03708567,51.92938357
2896,54,237037987,219150125,65.34526191,56.97945428
2897,55,241690920,222505149,70.95390701,60.20979054
2898,54,231966383,212445192,72.83303212,60.33027739
2899,49,213213850,194288491,70.2923398,57.14286259
2900,44,195714235,177965947,64.2472618,51.69386561
2901,39,188840575,172503535,56.57427701,45.73942316
2902,36,195772390,181019752,49.22451623,40.92395852
2903,36,212371837,199493610,43.71016388,38.2345754
2904,38,230720033,219871972,41.03477632,37.97021403
2905,42,243941270,234666449,41.72847457,39.98854296
2906,46,248589331,239712112,45.73265406,43.87056461
2907,50,244282686,234500054,52.2436023,48.93199477
2908,54,232865044,221640183,59.77347204,54.2531855
2909,57,218203553,206198847,66.48955042,58.81587327
2910,59,205467439,194135711,70.6938266,61.68667549
2911,59,198935936,189591916,71.2998868,62.21112295
2912,58,199441532,192495353,68.16038812,60.20352243
2913,55,203552388,198375017,62.0500446,56.02493463
2914,51,205515901,200882075,54.26074342,50.45405947
2915,47,200947681,195611963,46.08023001,44.43554729
2916,43,189811200,182825977,38.50092686,38.85977779
2917,40,176579101,167353136,32.22065754,34.39685919
2918,38,167581056,155945570,27.71810237,31.34211217
2919,37,167628127,154027129,25.21603095,29.54727514
2920,35,178107063,163682494,24.57178683,28.56853415
2921,33,197115205,183364344,25.27749714,27.99664361
2922,31,220867083,208859922,26.69294598,27.75022985
2923,30,245524520,235116563,28.43887476,28.15487503
2924,31,268775622,258429098,30.6781923,29.80062378
2925,35,290118321,277622616,33.96386717,33.22082394
2926,42,309020553,292751129,38.59708244,38.42493776
2927,49,322113246,302024096,43.9505799,44.50369318
2928,56,322611674,300359398,48.46267122,49.74795625
2929,59,303946976,282215794,50.50963179,52.4613271
2930,59,265285255,246865063,49.48433645,51.95076953
2931,56,214033891,201114330,46.16620196,48.89498655
2932,52,163059802,156816558,42.18557652,44.86861346
2933,48,125211085,125559299,39.18103962,41.54103393
2934,46,109155367,114651561,38.25744185,40.11916435
2935,46,117683370,125737543,39.82243154,41.12020045
2936,49,147136573,154688660,43.58442109,44.28735382
2937,53,187699553,192231898,48.63926666,48.62880977
2938,57,226235636,226613360,53.74384906,52.73912062
2939,58,251907850,248475062,57.75427591,55.38271046
2940,57,261060496,254922785,59.95973951,55.97056419
2941,54,257156821,249265109,60.06820472,54.55828815
2942,50,245986093,236762479,57.98131268,51.47227325
2943,45,230995574,220635836,53.77647816,47.07283692
2944,40,212951472,201881275,48.03997129,41.9255624
2945,35,193225428,182158562,42.13511883,37.05550428
2946,33,176599757,166149734,37.88614265,33.78893406
2947,32,170596569,160835262,36.71506552,33.14205725
2948,35,181662215,172035745,38.8615405,35.21371723
2949,38,210772719,200462162,43.2965998,39.06565623
2950,42,251471407,239925138,48.36202067,43.20512617
2951,44,292393887,279626127,52.60481087,46.37036726
2952,45,323477441,309916422,55.21687532,48.10333914
2953,46,341269986,327309921,55.93235469,48.71058664
2954,47,348395400,334065588,54.72878992,48.66948616
2955,49,347800376,332874533,51.74214647,48.02669149
2956,50,338543171,323005154,47.43909576,46.37376911
2957,48,318399082,302804014,42.76769435,43.45392982
2958,44,290055968,275378489,39.04498378,39.8196793
2959,39,262468519,249525893,37.54788435,36.82362895
2960,36,244189404,233163658,38.93292286,35.77449604
2961,34,235448031,225907215,42.79559022,36.92380543
2962,34,228182552,219458960,47.80589091,39.26793993
2963,34,214536274,206009125,52.53461061,41.4614442
2964,33,194625436,185711185,56.38081389,43.00025034
2965,33,175373946,165466656,59.72437326,44.48662785
2966,35,162450982,151119542,63.08556651,46.70403868
2967,37,154383688,141775874,66.08799243,49.45144673
2968,40,144333004,131402361,67.2995965,51.31831174
2969,41,126586517,114826306,65.2183435,50.63441727
2970,38,101378133,92148712,59.55381618,46.72652254
2971,33,75066245,68938051,51.65790088,40.43915781
2972,27,57097716,53596218,43.77624655,33.66009899
2973,21,56027720,53846829,37.84725886,28.39217493
2974,19,75751173,73226266,34.794995,25.99856648
2975,21,113278660,108856085,34.60131331,26.86739854
2976,27,160067055,152595096,36.76359782,30.49130051
2977,34,206960255,195757908,40.65143839,35.87660698
2978,42,248931541,233742847,45.58740251,42.02423523
2979,50,285157526,266173198,50.77124845,48.12553576
2980,57,314784709,292771534,55.2737276,53.41836197
2981,61,333916766,310240277,58.23688104,57.08595833
2982,63,338164936,314458435,59.19180718,58.5383391
2983,63,328456256,306006997,58.25572211,57.88474197
2984,61,313532197,292794293,56.07756383,56.07313986
2985,60,305635652,286233340,53.61596958,54.4594828
2986,61,312540098,293720639,51.87428802,54.0961135
2987,64,332228116,313375080,51.59628166,55.20821504
2988,67,353992667,334831158,52.89898468,57.10023986
2989,68,364964478,345395787,55.00060419,58.47532422
2990,65,357753245,337546646,56.38502528,58.05241833
2991,60,334235058,312893957,55.57011899,55.25464076
2992,54,302861486,279867648,52.07255777,50.56030854
2993,48,271654160,247019508,46.78028379,45.1925596
2994,43,242791187,217521541,41.3705086,40.34539666
2995,39,213254531,189240198,37.29563241,36.5975503
2996,36,180287450,159507604,35.17941569,33.96107795
2997,33,146261485,129775696,34.90825959,32.35111893
2998,31,118822834,106245759,36.02680316,31.89264873
2999,30,106645407,96420070,37.96830315,32.74118303
3000,32,114186108,104370083,40.04351878,34.64106356
3001,35,138816385,127805762,41.44275723,36.74245115
3002,38,171948737,158732973,41.49845439,38.00528623
3003,39,203624848,187564990,40.1787671,37.99598107
3004,40,227856243,208324989,38.44873066,37.44130171
3005,41,244958691,221271924,38.02091466,37.93682329
3006,45,258994754,230801841,40.36248621,40.8083891
3007,51,272489910,240328060,45.50935672,45.89766858
3008,56,282931637,248425616,51.62384965,51.26739281
3009,58,283767671,249251030,55.76303577,54.14677955
3010,54,268847284,236683622,55.35369175,52.43534334
3011,46,237044665,209077639,49.39553319,45.73016393
3012,35,194048411,171340222,38.81743925,35.37582082
3013,23,149987050,132758298,26.03656919,23.75512217
3014,13,114087199,101797604,14.01065268,13.31295294
3015,6,90076328,81661721,5.144922968,5.751964522
3016,3,76270134,70451377,0.602068539,1.761210101
3017,2,70674466,66130015,0.467982993,1.403473432
3018,5,76387874,71694708,4.515635877,4.759806413
3019,12,101350155,94891757,12.64909727,12.08961621
3020,24,151352250,141522680,24.43839178,23.19397415
3021,38,221962253,207749050,38.25711247,36.57723398
3022,52,296820194,278427963,51.14237322,49.38770295
3023,63,354672804,333684191,59.87566379,58.49315083
3024,67,380451075,359310173,62.61409859,62.03526704
3025,67,372877312,353966469,59.88792063,60.38471466
3026,63,344096098,328924973,54.28827413,55.87269506
3027,59,312305321,301181334,49.08036532,51.50351765
3028,57,292224185,284449178,46.59016011,49.43715605
3029,58,288729429,283145166,47.29682655,50.10868414
